State,Account_length,Area_code,International_plan,Number_vmail_messages,Total_day_calls,Total_day_charge,Total_eve_calls,Total_eve_charge,Total_night_calls,Total_night_charge,Total_intl_calls,Total_intl_charge,Customer_service_calls,Day_rate,Total_usage_minutes,Total_charges,Total_calls,Churn
-0.3181818181818182,0.019230769230769232,0.0,0.0,0.0,-0.8076923076923077,0.9350499512818609,1.2692307692307692,-0.4799143053041198,0.18518518518518517,-0.5232762855500661,0.3333333333333333,-0.06940334078029843,0.0,0.34544817796382227,0.12144522190428005,0.5463051017160181,0.3695652173913043,0
-0.045454545454545456,1.0769230769230769,-1.75,0.0,0.0,-1.3076923076923077,0.5917087475301965,-0.07692307692307693,-0.7544394189858544,-1.037037037037037,0.6765929042462644,0.6666666666666666,-0.10201203643247214,1.0,-0.852392671781435,0.31682386844454646,0.37244660185735784,-1.3695652173913044,0
0.7272727272727273,-0.4230769230769231,0.0,0.0,0.0,-0.4230769230769231,-0.4755210397967438,-0.34615384615384615,-1.0050927836517862,1.0740740740740742,0.12665285892294623,0.0,0.7240749200892668,0.0,-0.13275908869855718,-0.6482679694993142,-0.6132784079473461,0.17391304347826086,0
0.22727272727272727,0.5961538461538461,-1.75,0.0,0.0,0.23076923076923078,-0.18831547011854588,0.8076923076923077,0.062315422340548904,-0.7777777777777778,0.029996729744908208,-0.6666666666666666,0.2892923113936147,0.0,-0.8958078820617129,-0.04705246991064621,-0.08801500079860729,0.06521739130434782,0
-1.0909090909090908,-0.11538461538461539,-1.75,0.0,0.0,-1.3846153846153846,0.568862849942158,-0.07692307692307693,-0.2599531893727919,0.5555555555555556,-0.20997710821435747,0.0,0.3762488331327452,3.0,0.4117263795585574,0.15094870879794425,0.38983245184322374,-0.5217391304347826,0
-0.13636363636363635,-0.7692307692307693,-1.75,0.0,0.0,0.2692307692307692,-1.5740823438158515,-1.0,-0.7800162929313577,-0.2222222222222222,-0.7665830934809887,0.6666666666666666,-0.21070768860638528,1.0,-0.13275908869855718,-1.6068034770223603,-1.6169161116768818,-0.5217391304347826,0
0.0,0.4423076923076923,0.0,0.0,0.0,-0.9230769230769231,0.01860308803597397,0.8846153846153846,-0.33497868627960126,1.0,0.21331007818601447,0.6666666666666666,-1.2976642103455158,0.0,1.013500769764164,-0.06082076379435558,-0.09170290837136713,0.5869565217391305,0
-1.1818181818181819,0.8653846153846154,0.0,0.0,32.0,-0.8076923076923077,-0.36455525151198553,-0.34615384615384615,-0.283824938388595,0.25925925925925924,-0.8365754628857747,0.0,-0.6889685581716026,2.0,-0.1327590886997566,-0.7092418424128873,-0.5216075625673251,-0.5217391304347826,0
-0.36363636363636365,-0.6153846153846154,23.75,0.0,0.0,-0.38461538461538464,0.0917099603176974,-1.6538461538461537,0.8176857661977442,-0.37037037037037035,-0.003332969971656402,0.3333333333333333,0.256683615741441,-1.0,0.5317308651312895,0.4440166786083431,0.3645439427728738,-1.3695652173913044,0
-0.4090909090909091,-1.7692307692307692,0.0,0.0,39.0,0.2692307692307692,0.30254495805873804,0.5769230769230769,-0.5208373036169247,0.6296296296296297,-0.21331007818601447,-0.3333333333333333,-0.12375116686725476,0.0,0.47276164923705155,-0.13752982971788283,0.06951133695211745,0.8043478260869565,0
